NCBI_ID	Genome_ID	Accession_ID	Taxon_name	Attribute	Attribute_value	Attribute_source	Evidence	Confidence_interval
1351	NA	ERR1204022	Enterococcus faecalis	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
749516	GCF_000147455.1	NA	Enterococcus faecalis TX1346	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1215915	GCF_000327305.1	NA	Lactococcus raffinolactis 4877	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
272623	GCF_000006865.1	NA	Lactococcus lactis subsp. lactis Il1403	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
420889	GCF_000269925.1	NA	Lactococcus garvieae ATCC 49156	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123308	GCF_000380085.1	NA	Streptococcus merionis DSM 19192	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123309	GCF_000377005.1	NA	Streptococcus minor DSM 17118	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1676616	GCF_001182825.2	NA	Streptococcus sp. X13SY08	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123312	GCF_000380125.1	NA	Streptococcus ovis DSM 16829	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
388919	GCF_000014205.1	NA	Streptococcus sanguinis SK36	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
467705	GCF_000017005.1	NA	Streptococcus gordonii str. Challis substr. CH1	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
469609	GCF_000161955.2	NA	Streptococcus sp. 2_1_36FAA	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123307	GCF_000380065.1	NA	Streptococcus massiliensis DSM 18628	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
862969	GCF_000463425.1	NA	Streptococcus constellatus subsp. pharyngis C1050	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
591365	GCF_000306805.1	NA	Streptococcus intermedius JTH08	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
862971	GCF_000463505.1	NA	Streptococcus anginosus C238	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
742820	GCF_000186545.1	NA	Streptococcus anginosus 1_2_62CV	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
889204	GCF_000187465.1	NA	Streptococcus infantis ATCC 700779	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1203590	GCF_000411475.1	NA	Streptococcus sp. HPH0090	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
927666	GCF_000253155.1	NA	Streptococcus oralis Uo5	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
365659	GCF_000027165.1	NA	Streptococcus mitis B6	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1054460	GCF_000221985.1	NA	Streptococcus pseudopneumoniae IS7493	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1114965	GCF_000262145.1	NA	Streptococcus parasanguinis FW213	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123306	GCF_000380045.1	NA	Streptococcus marimammalium DSM 18627	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123303	GCF_000372425.1	NA	Streptococcus ferus DSM 20646	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
764298	GCF_000187995.2	NA	Streptococcus macacae NCTC 11558	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
699248	GCF_000286075.1	NA	Streptococcus ratti FA-1 = DSM 20564	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
210007	GCF_000007465.2	NA	Streptococcus mutans UA159	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123302	GCF_000380025.1	NA	Streptococcus entericus DSM 14446	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123315	GCF_000423765.1	NA	Streptococcus porci DSM 23759	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123314	GCF_000423745.1	NA	Streptococcus plurextorum DSM 22810	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123305	GCF_000420785.1	NA	Streptococcus hyovaginalis DSM 12219	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1311	NA	ERR2221173	Streptococcus agalactiae	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
764291	GCF_000188055.2	NA	Streptococcus urinalis 2285-97	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
218495	GCF_000009545.1	NA	Streptococcus uberis 0140J	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
873448	GCF_000187955.1	NA	Streptococcus porcinus str. Jelinkova 176	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123301	GCF_000380005.1	NA	Streptococcus didelphis DSM 15616	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
764299	GCF_000188015.2	NA	Streptococcus ictaluri 707-05	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1000562	GCF_000772915.1	NA	Streptococcus phocae subsp. salmonis	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
552526	GCF_000020765.1	NA	Streptococcus equi subsp. zooepidemicus MGCS10565	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
186103	GCF_000007285.1	NA	Streptococcus pyogenes MGAS8232	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
873449	GCF_000187975.2	NA	Streptococcus criceti HS-6	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123317	GCF_000686605.1	NA	Streptococcus sobrinus DSM 20742 = ATCC 33478	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
299768	GCF_000011845.1	NA	Streptococcus thermophilus CNRZ1066	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1304	NA	ERR2221359	Streptococcus salivarius	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123298	GCF_000379985.1	NA	Streptococcus caballi DSM 19004	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123311	GCF_000380105.1	NA	Streptococcus orisratti DSM 15617	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1123304	GCF_000376985.1	NA	Streptococcus henryi DSM 19005	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
637909	GCF_000027185.1	NA	Streptococcus gallolyticus UCN34	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
525379	GCF_000187265.1	NA	Streptococcus equinus ATCC 9812	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1069533	GCF_000246835.1	NA	Streptococcus infantarius subsp. infantarius CJ18	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
471872	GCF_000154985.1	NA	Streptococcus infantarius subsp. infantarius ATCC BAA-102	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1076934	GCF_000441535.1	NA	Streptococcus lutetiensis 033	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423726	GCF_001434575.1	NA	Loigolactobacillus bifermentans DSM 20003	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
913848	GCF_000166795.1	NA	Loigolactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423796	GCF_001436505.1	NA	Loigolactobacillus rennini DSM 20253	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1291052	GCF_001436225.1	NA	Lacticaseibacillus sharpeae JCM 1186 = DSM 20505	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423810	GCF_001312865.1	NA	Lacticaseibacillus thailandensis DSM 22698 = JCM 13996	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423783	GCF_001311175.1	NA	Lacticaseibacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1293598	GCF_001311785.1	NA	Lacticaseibacillus saniviri JCM 17471 = DSM 24301	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423727	GCF_001436115.1	NA	Lacticaseibacillus brantae DSM 23927	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423730	GCF_001311195.1	NA	Lacticaseibacillus camelliae DSM 22697 = JCM 13995	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1291734	GCF_001434705.1	NA	Lacticaseibacillus nasuensis JCM 17158	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423769	GCF_001435035.1	NA	Lacticaseibacillus manihotivorans DSM 13343 = JCM 12514	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
568703	GCF_000026505.1	NA	Lacticaseibacillus rhamnosus GG	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
47715	NA	ERR2221226	Lactobacillus rhamnosus	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
525361	GCF_000160175.1	NA	Lacticaseibacillus rhamnosus LMS2-1	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1002365	GCF_000235865.1	NA	Lacticaseibacillus rhamnosus ATCC 21052	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1597	NA	ERR2221303	Lactobacillus paracasei	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1597	NA	ERR2221291	Lactobacillus paracasei	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
321967	GCF_000014525.1	NA	Lacticaseibacillus paracasei ATCC 334	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
525337	GCF_000159495.1	NA	Lacticaseibacillus paracasei subsp. paracasei ATCC 25302 = DSM 5622 = JCM 8130	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1582	NA	ERR2221304	Lactobacillus casei	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1582	NA	ERR2221237	Lactobacillus casei	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1582	NA	ERR2221325	Lactobacillus casei	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
81857	GCF_001437205.1	NA	Lactobacillus selangorensis	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423747	GCF_000615805.1	NA	Latilactobacillus fuchuensis DSM 14340 = JCM 11249	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
314315	GCF_000026065.1	NA	Latilactobacillus sakei subsp. sakei 23K	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423752	GCF_001436415.1	NA	Latilactobacillus graminis DSM 20719	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1074451	GCF_000235705.1	NA	Latilactobacillus curvatus CRL 705	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423734	GCF_000583695.1	NA	Agrilactobacillus composti DSM 18527 = JCM 14202	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423792	GCF_001435585.1	NA	Schleiferilactobacillus perolens DSM 12744	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1122147	GCF_000425885.1	NA	Schleiferilactobacillus harbinensis DSM 16991	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1231336	GCF_000469325.1	NA	Schleiferilactobacillus shenzhenensis LY-73	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423735	GCF_001435835.1	NA	Lapidilactobacillus concavus DSM 17758	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423738	GCF_001436095.1	NA	Lapidilactobacillus dextrinicus DSM 20335	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1218508	GCF_000967245.1	NA	Bombilactobacillus mellis	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1218492	GCF_000970795.1	NA	Bombilactobacillus mellifer	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423815	GCF_000260455.1	NA	Companilactobacillus versmoldensis DSM 14857 = KCTC 3814	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423811	GCF_001434665.1	NA	Companilactobacillus tucceti DSM 20183	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
1423775	GCF_000615905.1	NA	Companilactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160	endospore	FALSE	Browne, H.P., Almeida, A., Kumar, N. et al. Host adaptation in gut Firmicutes is associated with sporulation loss and altered transmission cycle. Genome Biol 22, 204 (2021). https://doi.org/10.1186/s13059-021-02428-6	EXP	Usually
